"Vegetables: Supply Utilization Accounts"

"Commodity","Year","SU Production","SU Imports","SU Gross Supply","UT Exports","UT Seeds","UT Feeds and Waste","UT Processing","UT Total Net Food Disposable","UT Per Capita kg/yr","UT Per Capita gm/day"
"Soybean","2007",943.00,166679.00,167622.00,0.00,3.00,838.00,122364.00,44417.00,0.50,1.37
"Soybean","2008",1016.00,40875.00,41891.00,36.00,3.00,209.00,30554.00,11089.00,0.12,0.33
"Soybean","2009",842.00,34285.00,35127.00,0.00,3.00,176.00,25643.00,9305.00,0.10,0.27
"Soybean","2010",812.00,109930.00,110742.00,2.00,3.00,554.00,80840.00,29343.00,0.32,0.88
"Soybean","2011",684.00,51642.00,52326.00,30.00,2.00,261.00,38176.00,13857.00,0.15,0.41
"Soybean","2012",567.00,58289.00,58856.00,4.00,2.00,294.00,42962.00,15594.00,0.16,0.44
"Soybean","2013",807.00,28714.00,29521.00,170.00,3.00,147.00,21426.00,7775.00,0.08,0.22
"Soybean","2014",695.00,43652.00,44347.00,31.00,3.00,222.00,32351.00,11740.00,0.12,0.33
"Soybean","2015",545.00,84139.00,84684.00,118.00,2.00,423.00,61733.00,22408.00,0.22,0.60
"Soybean","2016",544.00,151335.20,151879.33,0.00,2.23,759.40,110871.91,40245.80,0.39,1.07
"Soybean","2017",666.18,191671.79,192337.97,0.56,2.31,961.69,140406.31,50967.10,0.49,1.34
"Soybean","2018",657.74,194204.31,194862.04,1.38,2.21,974.30,142248.28,51635.87,0.49,1.34
"Soybean","2019",658.54,178113.31,178771.84,166.30,2.07,893.03,130382.04,47328.40,0.44,1.21
"Soybean","2020",554.45,152486.55,153041.00,1.28,1.78,765.20,111718.99,40553.74,0.37,1.02
"Soybean","2021",407.45,165559.43,165966.88,b/,1.34,829.83,121155.52,43979.78,0.40,1.09
"Soybean","2022",626.43,167095.49,167721.92,2.02,1.98,838.60,122435.53,44443.79,0.40,1.09
"Squash","1990",121121.00,0.00,121121.00,0.00,8.10,9689.68,0.00,111423.22,1.81,4.97
"Squash","1991",127314.00,0.00,127314.00,0.00,8.14,10185.12,0.00,117120.74,1.86,5.10
"Squash","1992",130581.00,0.00,130581.00,0.00,8.00,10446.48,0.00,120126.53,1.87,5.12
"Squash","1993",118652.00,0.00,118652.00,0.00,7.35,9492.16,0.00,109152.50,1.67,4.57
"Squash","1994",118699.00,0.00,118699.00,0.00,7.52,9495.92,0.00,109195.56,1.59,4.36
"Squash","1995",117255.00,0.00,117255.00,0.00,7.90,9380.40,0.00,107866.70,1.58,4.32
"Squash","1996",119544.00,0.00,119544.00,0.00,8.26,9563.52,0.00,109972.22,1.57,4.31
"Squash","1997",120181.00,0.00,120181.00,0.00,8.42,9614.48,0.00,110558.10,1.55,4.23
"Squash","1998",107631.00,0.00,107631.00,0.00,7.65,8610.48,0.00,99012.87,1.35,3.71
"Squash","1999",110809.00,0.00,110809.00,0.00,7.92,8864.72,0.00,101936.36,1.36,3.74
"Squash","2000",106023.00,0.00,106023.00,0.00,7.87,8481.84,0.00,97533.30,1.27,3.49
"Squash","2001",113432.00,0.00,113432.00,0.00,8.13,9074.56,0.00,104349.31,1.34,3.67
"Squash","2002",281064.00,0.00,281064.00,0.00,13.65,22485.12,0.00,258565.23,3.25,8.91
"Squash","2003",280098.00,0.00,280098.00,0.00,13.60,22407.84,0.00,257676.56,3.18,8.71
"Squash","2004",272764.00,0.00,272764.00,0.00,14.03,21821.12,0.00,250928.85,3.04,8.32
"Squash","2005",272538.00,0.00,272538.00,0.00,14.19,21803.04,0.00,250720.77,2.94,8.06
"Squash","2006",257705.00,0.00,257705.00,0.00,13.62,20616.40,0.00,237074.98,2.73,7.47
"Squash","2007",259408.00,0.00,259408.00,0.00,13.78,20752.64,0.00,238641.58,2.69,7.38
"Squash","2008",252843.00,0.00,252843.00,0.00,13.68,20227.44,0.00,232601.88,2.57,7.04
"Squash","2009",247759.00,0.00,247759.00,0.00,13.57,19820.72,0.00,227924.72,2.50,6.86
"Squash","2010",244701.00,0.00,244701.00,0.00,13.43,19576.08,0.00,225111.49,2.42,6.62
"Squash","2011",223791.00,0.00,223791.00,0.00,12.88,17903.28,0.00,205874.84,2.17,5.95
"Squash","2012",222634.00,0.00,222634.00,0.00,12.87,17810.72,0.00,204810.41,2.12,5.81
"Squash","2013",223522.00,0.00,223522.00,0.00,12.77,17881.76,0.00,205627.47,2.09,5.74
"Squash","2014",222207.00,0.00,222207.00,0.00,12.76,17776.56,0.00,204417.68,2.05,5.61
"Squash","2015",217908.00,0.00,217908.00,0.00,12.83,17432.64,0.00,200462.53,1.97,5.41
"Squash","2016",214147.00,0.00,214146.69,0.00,12.90,17131.74,0.00,197002.06,1.91,5.23
"Squash","2017",206023.53,0.00,206023.53,0.00,13.08,16481.88,0.00,189528.56,1.82,4.98
"Squash","2018",202229.08,0.00,202229.08,0.00,13.05,16178.33,0.00,186037.71,1.76,4.82
"Squash","2019",194771.05,0.00,194771.05,0.00,12.98,15581.68,0.00,179176.38,1.67,4.58
"Squash","2020",193814.22,0.00,193814.22,0.00,12.96,15505.14,0.00,178296.12,1.64,4.49
"Squash","2021",195083.63,0.00,195083.63,6.08,12.96,15606.20,0.00,179458.38,1.63,4.46
"Squash","2022",195336.62,0.00,195336.62,18.77,12.89,15625.43,0.00,179679.53,1.61,4.41
"Tomato","1990",183962.00,3.84,183965.84,72.00,78.14,12872.57,27584.08,143359.05,2.33,6.39
"Tomato","1991",177227.00,0.80,177227.80,0.00,75.96,12405.95,26584.17,138161.73,2.20,6.02
"Tomato","1992",165423.00,0.60,165423.60,67.57,71.14,11574.92,24803.40,128906.56,2.01,5.50
"Tomato","1993",138486.00,1.78,138487.78,0.00,60.94,9694.14,20773.17,107959.53,1.65,4.52
"Tomato","1994",150632.00,0.50,150632.50,21.42,68.22,10542.78,22591.66,117408.42,1.71,4.69
"Tomato","1995",155823.00,b/,155823.00,0.00,69.79,10907.61,23373.45,121472.15,1.78,4.87
"Tomato","1996",162644.00,0.64,162644.64,4.33,65.76,11384.82,24396.05,126793.68,1.81,4.97
"Tomato","1997",166353.00,43.06,166396.06,0.78,66.71,11647.67,24959.29,129721.61,1.81,4.97
"Tomato","1998",132984.00,b/,132984.00,0.00,58.15,9308.88,19947.60,103669.37,1.42,3.88
"Tomato","1999",145362.00,2.32,145364.32,0.00,65.55,10175.50,21804.65,113318.62,1.52,4.15
"Tomato","2000",148101.00,91.09,148192.09,0.00,65.10,10373.45,22228.81,115524.73,1.51,4.14
"Tomato","2001",146031.00,30.00,146061.00,0.00,64.33,10224.27,21909.15,113863.25,1.46,4.00
"Tomato","2002",149259.00,130.00,149389.00,0.00,65.12,10457.23,22408.35,116458.30,1.46,4.01
"Tomato","2003",150055.00,0.00,150055.00,0.00,65.44,10503.85,22508.25,116977.46,1.44,3.95
"Tomato","2004",172344.00,1.00,172345.00,0.00,68.98,12064.15,25851.75,134360.12,1.63,4.45
"Tomato","2005",173740.00,0.00,173740.00,0.00,69.15,12161.80,26061.00,135448.05,1.59,4.35
"Tomato","2006",175596.00,0.00,175596.00,0.00,66.80,12291.72,26339.40,136898.08,1.57,4.31
"Tomato","2007",188761.00,b/,188761.00,0.00,68.42,13213.27,28314.15,147165.16,1.66,4.55
"Tomato","2008",195810.00,b/,195810.00,0.00,68.82,13706.70,29371.50,152662.98,1.69,4.62
"Tomato","2009",198948.00,b/,198948.00,0.00,68.86,13926.36,29842.20,155110.58,1.70,4.67
"Tomato","2010",204272.00,0.00,204272.00,0.00,68.89,14299.04,30640.80,159263.27,1.71,4.68
"Tomato","2011",203582.00,950.00,204532.00,0.00,68.47,14317.24,30679.80,159466.49,1.68,4.61
"Tomato","2012",203593.00,12.00,203605.00,0.00,67.65,14252.35,30540.75,158744.25,1.64,4.51
"Tomato","2013",207668.00,b/,207668.00,0.00,67.20,14536.76,31150.20,161913.84,1.65,4.52
"Tomato","2014",214573.00,10.00,214583.00,0.00,65.29,15020.81,32187.45,167309.45,1.68,4.59
"Tomato","2015",214774.00,65.00,214839.00,0.00,63.04,15038.73,32225.85,167511.38,1.65,4.52
"Tomato","2016",210720.00,0.00,210720.00,b/,63.17,14750.37,31607.93,164298.05,1.59,4.36
"Tomato","2017",218793.14,b/,218793.14,0.00,64.31,15315.52,32818.97,170594.34,1.64,4.49
"Tomato","2018",220824.68,0.00,220824.68,0.00,64.33,15457.73,33123.70,172178.93,1.63,4.46
"Tomato","2019",223294.47,b/,223294.58,0.00,63.80,15630.62,33494.19,174105.96,1.62,4.45
"Tomato","2020",222002.24,0.00,222002.24,0.00,64.15,15540.16,33300.34,173097.60,1.59,4.36
"Tomato","2021",225450.60,0.00,225450.60,0.00,63.98,15781.54,33817.59,175787.49,1.60,4.37
"Tomato","2022",216608.97,0.00,216608.97,0.00,62.03,15162.63,32491.35,168892.97,1.51,4.15
