"Palay and Corn: Area Harvested in Hectares by Ecosystem/Croptype, by Quarter, by Semester, by Region and by Province, 1987-2024"

"Commodity","Geolocation","2010 Q1","2010 Q2","2010 Q3","2010 Q4","2010 Annual","2011 Q1","2011 Q2","2011 Q3","2011 Q4","2011 Annual","2012 Q1","2012 Q2","2012 Q3","2012 Q4","2012 Annual","2013 Q1","2013 Q2","2013 Q3","2013 Q4","2013 Annual","2014 Q1","2014 Q2","2014 Q3","2014 Q4","2014 Annual","2015 Q1","2015 Q2","2015 Q3","2015 Q4","2015 Annual","2016 Q1","2016 Q2","2016 Q3","2016 Q4","2016 Annual","2017 Q1","2017 Q2","2017 Q3","2017 Q4","2017 Annual","2018 Q1","2018 Q2","2018 Q3","2018 Q4","2018 Annual","2019 Q1","2019 Q2","2019 Q3","2019 Q4","2019 Annual","2020 Q1","2020 Q2","2020 Q3","2020 Q4","2020 Annual","2021 Q1","2021 Q2","2021 Q3","2021 Q4","2021 Annual","2022 Q1","2022 Q2","2022 Q3","2022 Q4","2022 Annual","2023 Q1","2023 Q2","2023 Q3","2023 Q4","2023 Annual"
"Yellow Corn","....Lanao del Sur",1133.00,2283.00,2617.00,7525.00,13558.00,1608.00,3477.00,7694.00,7412.00,20191.00,2055.00,3286.00,4635.00,6882.00,16858.00,1599.00,3086.00,7355.00,7273.00,19313.00,2000.00,3283.00,5355.00,7273.00,17911.00,2000.00,3218.00,6240.00,7273.00,18731.00,1866.00,0.00,9436.00,7273.00,18575.00,14456.00,517.00,8573.00,7273.00,30819.00,14465.00,605.00,8573.00,6325.00,29968.00,18420.00,619.00,15925.00,6325.00,41289.00,16290.00,580.00,15924.00,6930.00,39724.00,16290.70,578.00,16395.00,6932.00,40195.70,16393.00,576.00,16394.00,6925.00,40288.00,16392.20,574.50,16394.00,6924.80,40285.50
"Yellow Corn","....Maguindanao",18448.00,10000.00,10420.00,7082.00,45950.00,11905.00,4463.00,5520.00,2625.00,24513.00,7341.00,3975.00,5251.00,6945.00,23512.00,4476.00,4760.00,4975.00,7889.00,22100.00,7176.00,6449.00,10219.00,4926.00,28770.00,10829.00,3575.00,5769.00,7887.00,28060.00,8134.00,343.00,70010.00,4850.00,83337.00,48370.00,16850.00,23807.00,5240.00,94267.00,49854.00,11760.00,31500.00,9960.00,103074.00,53156.31,11752.00,33769.00,14398.00,113075.31,52467.00,17418.24,42149.09,27315.51,139349.84,38145.65,16076.03,26114.10,10927.42,91263.19,39071.00,17148.20,26114.10,10927.42,93260.72,39071.00,27639.24,42311.87,10927.60,119949.71
"Yellow Corn","....Sulu",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Yellow Corn","....Tawi-tawi",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Corn","PHILIPPINES",638731.00,328234.00,900067.00,632008.00,2499040.00,652407.00,448271.00,855985.00,587949.00,2544612.00,651018.00,460594.54,906767.10,575543.95,2593923.59,702987.26,372170.06,934614.00,553947.00,2563718.32,705299.10,389754.21,873573.32,642805.17,2611431.80,715257.00,329779.95,882401.55,634495.75,2561934.25,629249.25,270668.30,967727.00,616656.75,2484301.30,695742.50,401512.20,884211.65,571125.90,2552592.25,722459.00,392240.90,784933.35,611803.02,2511436.27,706257.28,377035.40,874399.80,559030.48,2516722.96,683826.65,390858.07,917270.84,561824.99,2553780.55,685944.53,407828.75,809267.20,661686.29,2564726.78,671194.61,419986.50,806416.58,627879.56,2525477.25,694393.90,408929.76,822402.30,615302.03,2541027.99
"Corn","..CORDILLERA ADMINISTRATIVE REGION (CAR)",14841.00,2957.00,25643.00,5550.00,48991.00,19587.00,6213.00,24263.00,5988.00,56051.00,20067.00,6186.00,24508.00,6529.00,57290.00,20054.00,7347.00,26628.00,7610.00,61639.00,22641.00,7846.00,26880.00,7465.00,64832.00,22759.00,7963.00,26601.00,7088.00,64411.00,22287.00,5415.00,26052.00,7291.00,61045.00,19019.00,8909.00,26142.00,7321.00,61391.00,17070.00,10924.00,14347.00,16064.00,58405.00,16952.00,11277.00,17714.28,15484.70,61427.98,16954.00,12668.00,16881.00,16718.00,63221.00,15127.00,13282.25,12874.01,19059.00,60342.26,10636.00,14231.63,14144.71,14496.74,53509.08,12838.49,11978.29,13120.19,13219.52,51156.49
"Corn","....Abra",1266.00,0.00,5286.00,0.00,6552.00,1271.00,0.00,5281.00,0.00,6552.00,1260.00,0.00,5181.00,0.00,6441.00,1268.00,0.00,5180.00,0.00,6448.00,1267.00,0.00,5180.00,0.00,6447.00,1267.00,0.00,5130.00,0.00,6397.00,1267.00,0.00,5163.00,0.00,6430.00,1232.00,0.00,5158.00,0.00,6390.00,1252.00,0.00,5037.00,0.00,6289.00,1253.00,0.00,5037.00,0.00,6290.00,1253.00,0.00,5077.00,0.00,6330.00,1253.00,0.00,5077.00,0.00,6330.00,1253.00,0.00,5077.00,0.00,6330.00,1253.00,0.00,5077.00,0.00,6330.00
"Corn","....Apayao",330.00,1940.00,276.00,1468.00,4014.00,304.00,2554.00,235.00,2250.00,5343.00,441.00,2554.00,248.00,2569.00,5812.00,518.00,2978.00,242.00,3001.00,6739.00,555.00,3281.00,298.00,3066.00,7200.00,558.00,3370.00,369.00,2451.00,6748.00,539.00,3396.00,374.00,2286.00,6595.00,520.00,3521.00,374.00,2625.00,7040.00,480.00,3184.00,635.00,1926.00,6225.00,845.00,2709.00,1217.00,1782.00,6553.00,748.00,3543.00,1776.00,2045.00,8112.00,569.00,3677.00,1217.00,1652.00,7115.00,430.00,3814.00,1566.68,1556.74,7367.42,353.49,3658.98,392.19,565.52,4970.18
"Corn","....Benguet",0.00,6.00,27.00,6.00,39.00,0.00,3.00,26.00,6.00,35.00,0.00,3.00,26.00,6.00,35.00,0.00,3.00,26.00,8.00,37.00,0.00,4.00,26.00,8.00,38.00,0.00,4.00,26.00,8.00,38.00,0.00,4.00,26.00,8.00,38.00,0.00,5.00,26.00,8.00,39.00,70.00,5.00,29.00,25.00,129.00,80.00,42.00,29.00,25.00,176.00,80.00,42.00,33.00,25.00,180.00,80.00,42.00,33.00,25.00,180.00,80.00,42.00,33.15,24.00,179.15,73.00,42.00,33.00,23.00,171.00
"Corn","....Ifugao",9973.00,637.00,11644.00,738.00,22992.00,10348.00,1519.00,11461.00,706.00,24034.00,10933.00,1225.00,11644.00,856.00,24658.00,10933.00,1519.00,13717.00,1160.00,27329.00,13718.00,1519.00,13717.00,1160.00,30114.00,13718.00,1544.00,13137.00,1740.00,30139.00,13718.00,0.00,13137.00,1595.00,28450.00,11098.00,2040.00,13158.00,1595.00,27891.00,11432.00,2040.00,4190.00,10587.00,28249.00,10338.00,3691.00,5475.28,9227.70,28731.98,10338.00,3691.00,4197.00,10236.00,28462.00,7907.00,3071.00,4197.01,8623.00,23798.01,4157.00,3281.63,4194.00,5601.00,17233.63,6543.00,1183.31,4194.00,5601.00,17521.31
"Corn","....Kalinga",2994.00,104.00,5386.00,2821.00,11305.00,5810.00,1479.00,4322.00,2703.00,14314.00,5884.00,1405.00,4372.00,2657.00,14318.00,5786.00,1776.00,4427.00,2901.00,14890.00,5408.00,1933.00,4427.00,2691.00,14459.00,5505.00,1949.00,4691.00,2362.00,14507.00,5195.00,976.00,5255.00,1687.00,13113.00,4636.00,2220.00,5327.00,1620.00,13803.00,2303.00,4560.00,2536.00,1995.00,11394.00,3582.00,3386.00,3369.00,2919.00,13256.00,3002.00,3983.00,3126.00,2881.00,12992.00,3785.00,5083.25,175.00,6731.00,15774.25,3183.00,5685.00,1630.00,5247.00,15745.00,3083.00,5685.00,1780.00,4962.00,15510.00
"Corn","....Mountain Province",278.00,270.00,3024.00,517.00,4089.00,1854.00,658.00,2938.00,323.00,5773.00,1549.00,999.00,3037.00,441.00,6026.00,1549.00,1071.00,3036.00,540.00,6196.00,1693.00,1109.00,3232.00,540.00,6574.00,1711.00,1096.00,3248.00,527.00,6582.00,1568.00,1039.00,2097.00,1715.00,6419.00,1533.00,1123.00,2099.00,1473.00,6228.00,1533.00,1135.00,1920.00,1531.00,6119.00,854.00,1449.00,2587.00,1531.00,6421.00,1533.00,1409.00,2672.00,1531.00,7145.00,1533.00,1409.00,2175.00,2028.00,7145.00,1533.00,1409.00,1643.87,2068.00,6653.87,1533.00,1409.00,1644.00,2068.00,6654.00
"Corn","..REGION I (ILOCOS REGION)",48744.00,22268.00,2552.00,1778.00,75342.00,31347.00,41668.00,2434.00,1734.00,77183.00,53546.00,24985.00,2437.00,1825.00,82793.00,59373.00,20171.00,2571.00,1991.00,84106.00,53981.00,29404.00,2405.00,1973.00,87763.00,53537.00,29665.00,2477.00,1929.00,87608.00,53896.00,31296.00,2697.00,1880.00,89769.00,62710.00,27598.00,2564.00,1998.00,94870.00,63235.00,27849.00,2070.00,1933.00,95087.00,66010.00,26651.00,2134.00,1868.00,96663.00,61920.00,28936.96,2118.00,2192.00,95166.96,62475.00,28970.00,1990.00,2326.00,95761.00,64831.00,28744.15,1869.97,2678.00,98123.12,63323.25,32221.00,1678.32,2370.65,99593.22
"Corn","....Ilocos Norte",7815.00,2966.00,1314.00,356.00,12451.00,7455.00,2933.00,1203.00,367.00,11958.00,7368.00,3295.00,1101.00,519.00,12283.00,7696.00,3233.00,1046.00,528.00,12503.00,7899.00,3172.00,904.00,473.00,12448.00,7728.00,3059.00,821.00,422.00,12030.00,7739.00,2977.00,640.00,576.00,11932.00,7695.00,2906.00,555.00,575.00,11731.00,7710.00,3007.00,375.00,600.00,11692.00,8248.00,2692.00,364.00,601.00,11905.00,8158.00,2717.00,339.00,628.00,11842.00,8416.00,2389.00,180.00,630.00,11615.00,8217.00,2684.00,139.00,678.00,11718.00,8340.00,3013.00,141.00,743.00,12237.00
"Corn","....Ilocos Sur",7652.00,3808.00,562.00,386.00,12408.00,7224.00,4631.00,604.00,394.00,12853.00,7512.00,4769.00,788.00,383.00,13452.00,7203.00,5675.00,890.00,535.00,14303.00,7497.00,5676.00,825.00,615.00,14613.00,7516.00,5704.00,805.00,679.00,14704.00,7688.00,5998.00,889.00,658.00,15233.00,8017.00,6078.00,1048.00,718.00,15861.00,10158.00,5663.00,899.00,699.00,17419.00,11707.00,6114.00,944.00,705.00,19470.00,9954.00,7252.96,1016.00,730.00,18952.96,9527.00,7603.00,1016.00,757.00,18903.00,10909.00,7060.00,947.00,1010.00,19926.00,11646.00,7259.00,626.00,684.00,20215.00
"Corn","....La Union",2709.00,1484.00,400.00,460.00,5053.00,2606.00,2074.00,403.00,413.00,5496.00,2637.00,2175.00,294.00,373.00,5479.00,3506.00,1681.00,275.00,408.00,5870.00,3799.00,2023.00,329.00,391.00,6542.00,3492.00,2282.00,411.00,378.00,6563.00,3451.00,2196.00,338.00,276.00,6261.00,4294.00,2471.00,298.00,348.00,7411.00,4471.00,2187.00,167.00,334.00,7159.00,4359.00,2284.00,258.00,319.00,7220.00,4484.00,2220.00,226.00,334.00,7264.00,4082.00,2231.00,216.00,319.00,6848.00,4308.00,2253.15,215.97,324.00,7101.12,4291.25,2258.00,221.32,321.65,7092.22
"Corn","....Pangasinan",30568.00,14010.00,276.00,576.00,45430.00,14062.00,32030.00,224.00,560.00,46876.00,36029.00,14746.00,254.00,550.00,51579.00,40968.00,9582.00,360.00,520.00,51430.00,34786.00,18533.00,347.00,494.00,54160.00,34801.00,18620.00,440.00,450.00,54311.00,35018.00,20125.00,830.00,370.00,56343.00,42704.00,16143.00,663.00,357.00,59867.00,40896.00,16992.00,629.00,300.00,58817.00,41696.00,15561.00,568.00,243.00,58068.00,39324.00,16747.00,537.00,500.00,57108.00,40450.00,16747.00,578.00,620.00,58395.00,41397.00,16747.00,568.00,666.00,59378.00,39046.00,19691.00,690.00,622.00,60049.00
"Corn","..REGION II (CAGAYAN VALLEY)",119993.00,30051.00,154585.00,60094.00,364723.00,126810.00,88771.00,171894.00,34620.00,422095.00,109225.00,105765.54,176057.10,41416.95,432464.59,176092.26,41388.06,182714.00,16629.00,416823.32,157521.10,62782.21,133692.32,83733.17,437728.80,161430.00,53479.95,151977.55,59077.75,425965.25,134342.25,76984.30,150612.00,52510.75,414449.30,124827.50,83981.20,158860.65,47122.90,414792.25,136511.00,73548.90,74781.35,100819.00,385660.25,135171.00,78593.00,166623.50,47363.00,427750.50,109870.00,104636.00,166206.00,48068.00,428780.00,123668.00,97470.77,84088.00,127697.69,432924.46,122469.86,102344.50,112303.00,103070.76,440188.12,135851.96,90707.00,126379.16,87410.05,440348.17
"Corn","....Batanes",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.54,6.10,6.95,98.59,11.26,71.06,1.00,0.00,83.32,32.10,69.21,0.32,93.17,194.80,17.00,51.95,5.55,48.75,123.25,21.25,46.30,11.00,5.75,84.30,16.50,38.20,12.65,43.90,111.25,26.00,36.90,13.35,28.00,104.25,21.00,33.00,12.50,26.00,92.50,26.00,29.00,15.00,33.00,103.00,32.00,74.77,7.00,21.00,134.77,39.86,69.50,12.00,48.76,170.12,48.00,67.00,36.40,34.05,185.45
"Corn","....Cagayan",22882.00,11095.00,47739.00,3289.00,85005.00,31764.00,24929.00,41528.00,7362.00,105583.00,16335.00,40578.00,47139.00,5370.00,109422.00,38749.00,16673.00,40234.00,5216.00,100872.00,37571.00,19001.00,31809.00,22619.00,111000.00,37731.00,19475.00,32896.00,21236.00,111338.00,28326.00,28378.00,39364.00,12197.00,108265.00,30636.00,27034.00,38595.00,17457.00,113722.00,33824.00,23745.00,21312.00,10776.00,89657.00,38147.00,24176.00,44565.00,11280.00,118168.00,33955.00,31677.00,39694.00,18057.00,123383.00,37214.00,34321.00,28437.00,37398.00,137370.00,37686.00,37671.00,43438.00,21206.00,140001.00,40244.00,33698.00,42255.00,22313.00,138510.00
"Corn","....Isabela",88282.00,13037.00,103218.00,34515.00,239052.00,83236.00,49926.00,117980.00,15782.00,266924.00,78346.00,52781.00,115058.00,22573.00,268758.00,114942.00,19365.00,129322.00,9512.00,273141.00,102356.00,32254.00,92793.00,41863.00,269266.00,104854.00,23757.00,103141.00,26672.00,258424.00,86134.00,40400.00,99052.00,26053.00,251639.00,77467.00,45901.00,107464.00,15446.00,246278.00,85282.00,38433.00,49643.00,66836.00,240194.00,84235.00,38948.00,103627.00,26153.00,252963.00,62415.00,57880.00,106365.00,21700.00,248360.00,69366.00,52447.00,47509.00,75633.11,244955.11,68678.00,52660.00,58135.00,63800.00,243273.00,80403.00,43473.00,71710.96,50994.00,246580.96
"Corn","....Nueva Vizcaya",4249.00,197.00,2104.00,5890.00,12440.00,5569.00,1441.00,6806.00,794.00,14610.00,5924.00,1871.00,7099.00,1067.00,15961.00,6770.00,1169.00,6653.00,651.00,15243.00,6932.00,1493.00,7360.00,985.00,16770.00,7232.00,1180.00,6540.00,1738.00,16690.00,6793.00,1481.00,5484.00,2213.00,15971.00,5534.00,3618.00,4683.00,3277.00,17112.00,5903.00,3274.00,2900.00,4695.00,16772.00,5479.00,2860.00,7034.00,1261.00,16634.00,5568.00,2673.00,7438.00,719.00,16398.00,5746.00,2916.00,4562.00,3815.57,17039.57,7235.00,1943.00,6062.00,2296.00,17536.00,6537.00,2654.00,4538.80,3093.00,16822.80
"Corn","....Quirino",4580.00,5722.00,1524.00,16400.00,28226.00,6241.00,12475.00,5580.00,10682.00,34978.00,8620.00,10450.00,6755.00,12400.00,38225.00,15620.00,4110.00,6504.00,1250.00,27484.00,10630.00,9965.00,1730.00,18173.00,40498.00,11596.00,9016.00,9395.00,9383.00,39390.00,13068.00,6679.00,6701.00,12042.00,38490.00,11174.00,7390.00,8106.00,10899.00,37569.00,11476.00,8060.00,913.00,18484.00,38933.00,7289.00,12576.00,11385.00,8643.00,39893.00,7906.00,12377.00,12694.00,7559.00,40536.00,11310.00,7712.00,3573.00,10830.00,33425.00,8831.00,10001.00,4656.00,15720.00,39208.00,8619.96,10815.00,7838.00,10976.00,38248.96
"Corn","..REGION III (CENTRAL LUZON)",18324.00,17263.00,5257.00,2133.00,42977.00,14542.00,18484.00,4347.00,1463.00,38836.00,15487.00,18527.00,4615.00,1852.00,40481.00,19010.00,18500.00,4722.00,1919.00,44151.00,17741.00,19382.00,4638.00,1774.00,43535.00,21080.00,19494.00,5640.00,1154.00,47368.00,21226.00,19534.00,5161.00,1461.00,47382.00,19481.00,20181.00,4926.00,1287.00,45875.00,21301.00,20244.00,4800.00,1252.00,47597.00,21515.00,19744.00,6031.00,1537.00,48827.00,23127.21,17524.70,4024.09,2171.40,46847.40,24626.00,20293.00,4750.92,2124.00,51793.92,24005.00,19000.00,5265.72,1953.65,50224.37,22553.21,18672.61,3231.95,1673.00,46130.77
"Corn","....Aurora",1045.00,1133.00,665.00,1140.00,3983.00,720.00,990.00,423.00,870.00,3003.00,870.00,1105.00,705.00,1210.00,3890.00,1180.00,1158.00,541.00,1131.00,4010.00,1323.00,1507.00,600.00,986.00,4416.00,1358.00,1533.00,1225.00,424.00,4540.00,1370.00,1551.00,1229.00,686.00,4836.00,1376.00,1585.00,835.00,551.00,4347.00,1273.00,1505.00,739.00,350.00,3867.00,1249.00,1463.00,761.00,361.00,3834.00,728.00,1134.00,802.00,403.40,3067.40,685.00,1082.00,850.00,388.00,3005.00,860.00,1139.00,803.00,265.00,3067.00,889.00,703.00,695.00,277.00,2564.00
"Corn","....Bataan",813.00,330.00,474.00,317.00,1934.00,836.00,371.00,503.00,127.00,1837.00,631.00,431.00,205.00,252.00,1519.00,854.00,668.00,408.00,205.00,2135.00,759.00,245.00,253.00,206.00,1463.00,773.00,462.00,275.00,227.00,1737.00,784.00,449.00,228.00,208.00,1669.00,670.00,379.00,213.00,232.00,1494.00,677.00,371.00,208.00,209.00,1465.00,680.00,365.00,205.00,185.00,1435.00,558.00,574.00,139.00,159.00,1430.00,598.00,371.00,108.00,168.00,1245.00,612.00,361.00,97.22,124.00,1194.22,581.00,221.29,35.90,111.90,950.09
"Corn","....Bulacan",492.00,377.00,8.00,42.00,919.00,415.00,481.00,8.00,34.00,938.00,471.00,490.00,8.00,33.00,1002.00,585.00,460.00,8.00,35.00,1088.00,605.00,520.00,13.00,29.00,1167.00,590.00,579.00,10.00,32.00,1211.00,593.00,550.00,10.00,32.00,1185.00,612.00,549.00,13.00,26.00,1200.00,553.00,550.00,28.00,28.00,1159.00,570.00,546.00,13.00,29.00,1158.00,578.00,90.00,49.09,28.00,745.09,395.00,51.00,30.00,28.00,504.00,617.00,178.00,31.00,19.22,845.22,348.21,102.01,29.47,69.70,549.39
"Corn","....Nueva Ecija",1700.00,1735.00,2245.00,384.00,6064.00,1730.00,1850.00,2150.00,257.00,5987.00,2091.00,1818.00,2232.00,262.00,6403.00,2260.00,2180.00,2217.00,311.00,6968.00,2330.00,2202.00,2268.00,302.00,7102.00,2395.00,2765.00,2545.00,247.00,7952.00,2395.00,2820.00,2110.00,323.00,7648.00,2500.00,2890.00,2593.00,265.00,8248.00,2709.00,2839.00,2450.00,386.00,8384.00,3255.00,2949.00,3388.00,774.00,10366.00,3060.52,3532.70,1396.00,1420.00,9409.22,4213.00,6751.00,2528.00,1350.00,14842.00,3804.00,4335.00,3360.00,1275.00,12774.00,3436.00,3521.04,1544.00,930.00,9431.04
"Corn","....Pampanga",5050.00,4960.00,995.00,207.00,11212.00,4850.00,4917.00,535.00,140.00,10442.00,5112.00,4786.00,700.00,55.00,10653.00,5520.00,4720.00,658.00,145.00,11043.00,5535.00,4617.00,600.00,150.00,10902.00,5931.00,4428.00,645.00,120.00,11124.00,5860.00,4429.00,634.00,98.00,11021.00,5158.00,5119.00,624.00,97.00,10998.00,5732.00,4889.00,612.00,109.00,11342.00,5706.00,5387.00,640.00,39.00,11772.00,8277.00,1998.00,589.00,39.00,10903.00,8677.00,2468.00,373.92,70.00,11588.92,8005.00,3392.00,352.30,99.66,11848.97,7134.00,4166.27,298.58,138.00,11736.85
"Corn","....Tarlac",9142.00,8708.00,850.00,20.00,18720.00,5911.00,9825.00,716.00,15.00,16467.00,6240.00,9845.00,750.00,18.00,16853.00,8470.00,9117.00,873.00,68.00,18528.00,7087.00,10164.00,884.00,77.00,18212.00,9874.00,9588.00,905.00,78.00,20445.00,10018.00,9578.00,910.00,74.00,20580.00,9045.00,9564.00,608.00,76.00,19293.00,10127.00,9595.00,717.00,76.00,20515.00,9821.00,8724.00,995.00,84.00,19624.00,9883.00,9836.00,981.00,88.00,20788.00,9978.00,9409.00,676.00,90.00,20153.00,9909.00,9340.00,617.00,122.00,19988.00,9975.00,9670.00,621.00,140.00,20406.00
"Corn","....Zambales",82.00,20.00,20.00,23.00,145.00,80.00,50.00,12.00,20.00,162.00,72.00,52.00,15.00,22.00,161.00,141.00,197.00,17.00,24.00,379.00,102.00,127.00,20.00,24.00,273.00,159.00,139.00,35.00,26.00,359.00,206.00,157.00,40.00,40.00,443.00,120.00,95.00,40.00,40.00,295.00,230.00,495.00,46.00,94.00,865.00,234.00,310.00,29.00,65.00,638.00,42.69,360.00,68.00,34.00,504.69,80.00,161.00,185.00,30.00,456.00,198.00,255.00,5.20,48.77,506.97,190.00,289.00,8.00,6.40,493.40
"Corn","..REGION IV-A (CALABARZON)",5126.00,1681.00,12242.00,10638.00,29687.00,6259.00,3669.00,11940.00,9990.00,31858.00,6078.00,4282.00,13791.00,8929.00,33080.00,6867.00,2851.00,13360.00,10828.00,33906.00,7038.00,2529.00,10319.00,14632.00,34518.00,8112.00,3552.00,6135.00,11386.00,29185.00,7713.00,3386.00,12426.00,11559.00,35084.00,7199.00,3755.00,11109.00,12740.00,34803.00,8452.00,3342.00,8852.00,12015.52,32661.52,7498.47,2788.80,8501.82,9116.43,27905.52,6365.65,3655.70,8491.69,8316.31,26829.35,6370.00,3599.15,8168.85,7043.13,25181.13,6622.00,2664.89,6693.00,6843.00,22822.89,5900.00,2547.00,5023.53,6447.85,19918.38
"Corn","....Batangas",1705.00,0.00,4486.00,3127.00,9318.00,1887.00,170.00,3500.00,3249.00,8806.00,1524.00,150.00,4385.00,1995.00,8054.00,2330.00,30.00,4526.00,2580.00,9466.00,2310.00,74.00,3326.00,3859.00,9569.00,2561.00,196.00,3237.00,585.00,6579.00,1092.00,156.00,3785.00,1591.00,6624.00,1898.00,86.00,2174.00,2868.00,7026.00,1420.00,146.00,2275.00,1738.00,5579.00,1225.00,101.00,2890.32,1769.00,5985.32,544.00,155.00,1651.00,1622.42,3972.42,1119.00,469.00,2373.15,1672.80,5633.95,1199.00,246.00,2509.00,1494.00,5448.00,1414.00,393.00,1388.92,1578.00,4773.92
"Corn","....Cavite",442.00,10.00,521.00,200.00,1173.00,355.00,1.00,742.00,194.00,1292.00,455.00,16.00,816.00,131.00,1418.00,390.00,9.00,839.00,170.00,1408.00,361.00,6.00,394.00,260.00,1021.00,407.00,6.00,489.00,225.00,1127.00,93.00,12.00,505.00,221.00,831.00,157.00,32.00,609.00,180.00,978.00,256.00,5.00,559.00,201.35,1021.35,77.47,22.00,616.00,165.74,881.21,127.00,18.30,620.00,96.69,861.99,97.00,49.25,414.60,121.33,682.18,131.00,50.89,259.00,112.00,552.89,105.00,62.00,307.61,107.85,582.46
"Corn","....Laguna",378.00,70.00,398.00,280.00,1126.00,329.00,141.00,440.00,246.00,1156.00,390.00,142.00,560.00,150.00,1242.00,233.00,184.00,563.00,239.00,1219.00,223.00,190.00,303.00,291.00,1007.00,379.00,190.00,316.00,315.00,1200.00,401.00,157.00,227.00,692.00,1477.00,335.00,317.00,262.00,732.00,1646.00,482.00,310.00,264.00,523.17,1579.17,487.00,342.80,307.00,566.34,1703.14,596.00,349.00,357.64,215.45,1518.09,516.00,200.90,293.10,190.00,1200.00,548.00,351.00,279.00,234.00,1412.00,552.00,103.00,225.00,553.00,1433.00
"Corn","....Quezon",2535.00,1480.00,6744.00,6999.00,17758.00,3602.00,3241.00,7176.00,6250.00,20269.00,3620.00,3795.00,7839.00,6628.00,21882.00,3803.00,2530.00,7208.00,7742.00,21283.00,4049.00,2128.00,6201.00,9992.00,22370.00,4551.00,2977.00,1972.00,10121.00,19621.00,6040.00,2958.00,7857.00,9012.00,25867.00,4686.00,3195.00,7809.00,8917.00,24607.00,6134.00,2753.00,5594.00,9421.00,23902.00,5650.00,2219.00,4468.00,6441.00,18778.00,4946.00,2979.00,5527.00,6076.00,19528.00,4556.00,2749.00,4916.00,4934.00,17155.00,4657.00,1909.00,3532.00,4850.00,14948.00,3659.00,1873.00,3023.00,4059.00,12614.00
"Corn","....Rizal",66.00,121.00,93.00,32.00,312.00,86.00,116.00,82.00,51.00,335.00,89.00,179.00,191.00,25.00,484.00,111.00,98.00,224.00,97.00,530.00,95.00,131.00,95.00,230.00,551.00,214.00,183.00,121.00,140.00,658.00,87.00,103.00,52.00,43.00,285.00,123.00,125.00,255.00,43.00,546.00,160.00,128.00,160.00,132.00,580.00,59.00,104.00,220.50,174.35,557.85,152.65,154.40,336.05,305.75,948.85,82.00,131.00,172.00,125.00,510.00,87.00,108.00,114.00,153.00,462.00,170.00,116.00,79.00,150.00,515.00
"Corn","..MIMAROPA REGION",4771.00,7756.00,7069.00,3388.00,22984.00,5451.00,8545.00,8857.00,3610.00,26463.00,4810.00,8246.00,8343.00,3097.00,24496.00,8008.00,8382.00,8107.00,3525.00,28022.00,8427.00,8746.00,7345.00,4617.00,29135.00,11642.00,8492.00,7394.00,3863.00,31391.00,12192.00,5721.00,7350.00,5247.00,30510.00,10887.00,7568.00,6898.00,4707.00,30060.00,12491.00,8801.00,6005.00,4224.00,31521.00,12733.00,8248.00,4086.00,4211.00,29278.00,10859.00,8315.00,6865.00,4373.00,30412.00,10685.00,7642.00,5980.00,3924.00,28231.00,11018.00,7995.81,7459.00,4146.00,30618.81,11133.66,7623.10,6123.28,3982.20,28862.24
"Corn","....Marinduque",5.00,3.00,121.00,26.00,155.00,4.00,16.00,122.00,22.00,164.00,6.00,10.00,100.00,35.00,151.00,9.00,15.00,155.00,41.00,220.00,20.00,8.00,81.00,35.00,144.00,14.00,18.00,143.00,17.00,192.00,13.00,24.00,60.00,109.00,206.00,14.00,7.00,91.00,110.00,222.00,49.00,20.00,34.00,33.00,136.00,25.00,23.00,71.00,155.00,274.00,40.00,38.00,122.00,89.00,289.00,57.00,36.00,147.00,120.00,360.00,78.00,56.66,163.00,127.00,424.66,190.00,91.00,93.00,108.00,482.00
