Geolocation,Commodity,2010 January,2010 February,2010 March,2010 April,2010 May,2010 June,2010 July,2010 August,2010 September,2010 October,2010 November,2010 December,2011 April,2011 August,2011 December,2011 February,2011 January,2011 July,2011 June,2011 March,2011 May,2011 November,2011 October,2011 September,2012 April,2012 August,2012 December,2012 February,2012 January,2012 July,2012 June,2012 March,2012 May,2012 November,2012 October,2012 September,2013 April,2013 August,2013 December,2013 February,2013 January,2013 July,2013 June,2013 March,2013 May,2013 November,2013 October,2013 September,2014 April,2014 August,2014 December,2014 February,2014 January,2014 July,2014 June,2014 March,2014 May,2014 November,2014 October,2014 September,2015 April,2015 August,2015 December,2015 February,2015 January,2015 July,2015 June,2015 March,2015 May,2015 November,2015 October,2015 September,2016 April,2016 August,2016 December,2016 February,2016 January,2016 July,2016 June,2016 March,2016 May,2016 November,2016 October,2016 September,2017 April,2017 August,2017 December,2017 February,2017 January,2017 July,2017 June,2017 March,2017 May,2017 November,2017 October,2017 September,2018 April,2018 August,2018 December,2018 February,2018 January,2018 July,2018 June,2018 March,2018 May,2018 November,2018 October,2018 September,2019 April,2019 August,2019 December,2019 February,2019 January,2019 July,2019 June,2019 March,2019 May,2019 November,2019 October,2019 September,2020 April,2020 August,2020 December,2020 February,2020 January,2020 July,2020 June,2020 March,2020 May,2020 November,2020 October,2020 September,2021 April,2021 August,2021 December,2021 February,2021 January,2021 July,2021 June,2021 March,2021 May,2021 November,2021 October,2021 September,2022 April,2022 August,2022 December,2022 February,2022 January,2022 July,2022 June,2022 March,2022 May,2022 November,2022 October,2022 September,2023 April,2023 August,2023 December,2023 February,2023 January,2023 July,2023 June,2023 March,2023 May,2023 November,2023 October,2023 September,Type
....Misamis Oriental,"Pili Nut, with hull",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,"Pili Nut, with shell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,"Pili Nut, without shell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,"Pi˝a/Pineapple, Fiber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,Ramie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,Rubber Coagulated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,Rubber Cuplump,30,38.04,43.91,56.98,45.87,47.85,48.88,48.69,47.35,52.87,53.8,58.45,70.54,68.96,44.12,71.24,61.41,69.87,67.79,73.47,68.53,37.49,65.12,67.5,43.42,38.1,34.65,42.03,42.9,36.38,32.37,52.32,41.86,36.68,36.54,36.9,43.98,38.75,32.84,36.69,35.15,43.68,38.44,36.37,43.84,32.28,30.63,30.3,32.99,22.65,20.58,32.83,32.49,22.35,21.7,32.55,33.7,20.49,15.38,18.27,20.42,19.8,18,20.33,20.91,20.38,20.44,20.32,21.02,18.99,19.24,18,17.22,15.97,19.23,17.34,18,18.05,17.35,20.13,20.49,15.47,14.93,16.2,16.37,18.54,21.89,16.96,18.91,15.67,18.27,17.49,19.15,24.13,18.7,17.03,16.28,16.35,19.21,19.36,16.87,14.69,15.5,17,16.32,19.34,19.57,19.5,19.4,17.8,19.38,26.98,20.38,18,18.79,19.29,17.83,18.13,17.73,18.06,22,17.02,16.93,20.2,19.88,18.14,17.49,20.13,22,18.44,17.11,16.52,19.56,16.25,19.8,17.38,19.4,17.71,17.87,19.32,16.99,20.23,20.17,23.05,19.8,19.21,17.1,22.49,23.44,18.8,18.92,19.86,19.85,18.74,18.54,20.77,20.71,20.14,20.89,21.84,17.43,18.86,20.13,20.5,19.68,24,24,15.55,
....Misamis Oriental,Soybeans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,"Sugarcane Centrifugal, sugar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,Sugarcane for Chewing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,Sugarcane for milling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,"Sugarcane Muscovado, sugar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,Tiger Grass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,"Tobacco Burley, dry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,"Tobacco Burley, fresh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,"Tobacco Native, dry",124.44,147.6,134.91,131.86,132.85,106.17,108.15,100.94,105.82,141.06,122.67,112.21,105.86,0,249.18,162.43,125.19,147.06,102.86,117.16,128.85,211.33,168.69,164.18,0,867.38,561.4,247.2,238.6,0,0,331.75,0,462.79,367.55,517.76,0,217.39,253.35,443.82,454.54,0,0,284.48,406.25,194.64,179.66,234.68,172.68,293.91,252.06,202.83,200.2,0,215.5,174.03,178.19,196.94,241.14,287.4,249.23,600,314,244,216.4,0,291.43,237.27,287.04,326.09,303.95,298.31,0,0,399.53,314.42,320.9,0,0,371.43,0,409.99,268.76,310.24,363.04,447.84,544.06,378.65,305.96,0,402.92,362.1,500,400,392.21,428.4,431.03,699.56,468.31,413.04,0,559.01,468.61,417.55,425.12,405.44,488.12,664.38,539.89,800,534.74,545.39,432.89,849.33,459.84,585.59,487.32,446.02,499.83,463.71,219.06,0,883.61,281.16,236.46,755.37,705.32,327.94,274.65,870.55,900,814.24,562.59,431.07,446.37,878.81,892.19,419.8,329.73,600,546.43,373.76,327.91,359.98,406.82,421.81,461.12,294.16,454.15,148.21,133.33,403.74,253.88,397.38,479.72,549.6,461.74,747.79,986.71,477.91,464.02,801.56,851.12,470.28,696.08,723.28,1000,961.66,
....Misamis Oriental,"Tobacco Native, fresh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,"Tobacco Virginia, dry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
....Misamis Oriental,"Tobacco Virginia, fresh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
..REGION XI (DAVAO REGION),Abaca,34.41,36.14,34.9,36.03,35.72,36.29,35.39,34.03,34.62,34.77,34.48,33.2,32.03,34.46,36.2,32.13,33.25,32.82,33.33,32.23,32.33,35.8,35.91,34.48,35.59,37.39,37.06,33.29,33.51,37.7,36.2,35.64,36.53,36.51,37.68,39.22,32.4,31.94,33.4,33.9,32.75,28.9,29.1,32.66,29.41,35.59,33.94,35.31,35.13,36.19,37.77,44.31,42.28,35.04,35.34,39.01,33.93,37.02,36.24,37.04,42.07,44.67,42.78,39.65,37.86,40.91,40.46,41.78,43.15,45.12,42.54,42.5,52.54,52.79,56.6,46.88,44.16,51.85,50.01,47.2,51.02,53.76,58.08,53.27,59.34,56.85,54.1,59.61,55.28,54.38,54.15,58.06,59.77,57.65,64.55,56.93,56.47,60.54,58.53,55.49,56.25,56.76,55.14,55.25,59.72,56.87,59.71,57.16,56.22,57.79,47.69,61.05,54.33,53.91,58.67,54.64,56.57,50.9,53.91,55.66,56.42,57.17,55.77,53.05,52.92,60.87,54.82,56.82,52.72,54.92,60.66,57.58,58,53.41,53.85,59.81,59.03,57.97,61.92,60.65,56.35,53.9,51.89,53.21,54.57,57.78,56.32,54.56,53.22,58.39,54.07,58.41,53.12,54.55,52.59,58.44,50.32,50.19,54.3,51.18,52.69,50.62,47.41,54.28,49.77,52.18,49.7,50.68,
..REGION XI (DAVAO REGION),African Palm Oil,4.5,5.01,4.85,4.8,4.85,4.91,4.91,4.91,5.3,5.31,5,6.03,7.5,7.5,5.96,7.2,6.03,7.5,7.5,7.5,7.5,5.9,6.52,6.52,6.3,5.22,4.3,5.6,5.95,5.23,5.55,6.21,6.3,4.16,5.23,5.23,4.18,4.18,4.31,4.18,4.24,4.18,4.18,4.18,3.68,4.17,4.18,4.18,4.31,4.71,4.71,4.31,4.31,4.71,4.31,4.31,4.31,4.71,4.71,4.71,4.71,4.71,3.2,3.94,4.71,4.71,4.71,4.71,4.71,3.2,3.48,3.8,2.92,3.37,4.17,3.16,3.31,3.45,3.24,3.89,3.23,3.92,3.88,3.54,4.97,4.03,4.17,4.86,4.81,4.32,4.25,5.03,4.23,4.27,4.19,4.1,3.73,4.1,3.26,4.09,4.31,3.85,3.75,4.33,3.71,3.42,3.92,3.93,3.49,3.04,2.95,2.48,2.43,3.05,3.19,3.4,3.13,3.01,2.93,3.23,3.94,3.2,4.88,3.49,3.1,3.85,3.05,3.8,2.94,3.87,3.23,4.04,4.46,5.47,6.89,4.39,4.18,5.03,4.41,4.44,4.5,6.94,6.03,5.68,8.31,8.08,7.57,7.47,7.03,9.15,8.16,7.92,8.39,6.86,8.51,8.69,6.32,6.77,5.91,5.81,6.18,6.4,6.34,7.07,6.3,6.03,6.46,6.71,
..REGION XI (DAVAO REGION),"Cacao, dry beans [Cocoa beans]",53.2,57.18,58.19,57.7,60.5,64.02,65.45,66.66,72.58,78.64,83.19,87.41,91.2,84.27,75.35,88.75,87.15,89.06,90.63,90.41,89.68,80.43,81.42,86.06,79.2,64.85,60.68,77.4,78.76,64.86,71.89,77.66,74.68,59.26,62.29,64.19,61.68,64.43,65.63,58.39,59.45,60.03,59.33,61.75,62.05,64.79,63.55,64.48,76.36,87.54,96.78,74.53,71.45,88.24,85.34,72.16,83.57,94.29,91.06,89.27,89.71,90.21,99.01,95.42,99.74,88.36,87.6,92.1,87.04,96.45,93.11,92.7,102.25,106.71,104.93,102.3,100.32,107.57,105.18,102.43,100.77,116.55,110.64,105.21,85.36,79.48,80.52,81.67,93.73,84.94,85.67,83.1,79.31,80.57,91.64,81.98,81.96,80.28,81.06,80.79,76.93,83.19,83.8,82.85,81.86,85.68,79.82,84.67,84.85,88.6,93.57,84.35,90.14,90.36,87.57,91.1,92,91.77,89.01,90.05,89.94,85.82,85.36,88.99,94.77,88.23,91.18,88.9,92.06,83.41,85.74,84.6,84.42,80.7,81.82,81.06,84.07,85.43,81.8,90.19,86.86,84.59,81.72,83.89,86.95,90.05,85.46,85.5,86.44,85.1,85.71,85.55,83.29,86.69,82.54,87.88,91.22,91.14,104.49,88.26,89.17,89.97,93.96,89.12,91.79,99.25,97.98,95.1,
..REGION XI (DAVAO REGION),"Cashew Nut w/o apple, with shell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
..REGION XI (DAVAO REGION),"Cashew Nut, without shell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
..REGION XI (DAVAO REGION),Castor beans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
..REGION XI (DAVAO REGION),"Coconut green, young 'buko'",4.65,4.68,4.87,5.03,4.86,4.87,5.08,5.14,6.41,6.93,7.11,7.66,8.91,7.03,7.41,9.78,9.67,7.88,7.86,8.68,8.86,7.33,6.46,6.71,4.61,4.06,4.26,4.61,4.46,4.07,4.1,4.7,4.3,4.3,4.62,4.3,4.42,4.35,5.16,4.52,4.14,4.16,4.1,4.41,4.11,4.56,4.5,4.79,4.94,5.13,4.96,4.87,4.81,5.42,5.28,5.19,5.09,4.58,4.55,4.64,4.98,4.52,3.26,4.73,4.99,4.98,4.32,5.14,5.67,3.14,4.29,6.12,4.84,4.39,6.02,4.1,2.85,5.26,5.39,4.25,4.96,5.11,5.06,4.71,4.81,5.58,5.72,6.88,6.21,5.18,5.41,5.01,5.27,5.76,6.11,5.57,5.5,4.93,3.73,5.89,5.36,4.81,4.26,5.78,5.06,3.83,4.1,4.63,3.28,3.3,3.82,3.04,4.43,3.37,3.65,3.26,3.26,3.95,3.6,3.51,3.85,4.74,5.5,3.84,4.05,4.5,4.5,3.97,4.49,5.48,4.93,4.54,6,7,7.31,6,5.75,7.19,7.15,6,7,6.78,7.21,6.94,8.06,5.32,5.39,7.45,7.33,6.74,6.78,8.08,7.36,4.77,4.69,5.04,0,6.19,0,0,0,0,0,0,4.76,0,0,0,
..REGION XI (DAVAO REGION),Coconut matured,3.62,3.63,3.82,4.08,4.29,4.64,4.7,4.93,5.88,6.57,6.82,7.4,9.94,6.47,5.97,9.97,8.55,7.42,8.87,9.05,9.96,6.15,5.89,5.92,5.73,4.22,3.81,6.05,6.36,4.45,4.62,6.01,5.34,3.84,4.15,4.22,3.92,4.67,6.04,3.82,3.94,4.47,4.59,3.78,4.42,5.49,4.86,5.07,7.14,5.41,5.85,6.65,6.05,6.06,6.88,7.16,7.16,5.98,5.95,5.63,5.39,5.29,6,5.15,5.02,5.64,5.55,5.28,5.61,5.61,5.59,5.77,8.41,8.22,8.98,6.75,6.08,8.18,8.39,7.8,8.64,9.07,9.44,8.64,9.47,8.49,7.51,10.22,9.33,7.92,8.94,9.33,9.15,7.64,8.77,8.69,6.04,4.99,4.09,6.62,7.47,4.51,4.61,6.05,5.29,4.05,4.47,4.85,3.78,3.88,4.32,3.67,3.95,3.96,3.94,3.82,3.78,4.28,4.24,4.08,4.54,4.67,7.09,4.57,4.81,4.78,4.47,4.65,4.53,6.68,6.16,5.34,7.49,7.44,7.73,7.2,7.26,7.61,7.69,7.78,8.01,7.83,7.93,7.37,8.76,5.95,5.54,7.88,7.41,6.68,7.24,8.72,7.65,5.63,5.35,6,5.5,5.73,5.68,4.84,5.06,5.61,5.24,5.16,5.29,5.88,5.57,5.8,
..REGION XI (DAVAO REGION),"Coffee Arabica, green coffee beans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.42,94.11,105.09,85,0,99.87,122.92,97.16,98.66,165.06,100.03,108.73,80.27,87.25,120.19,114.61,87.39,116.38,137.77,112.98,110.78,126.8,143.24,102.9,98.38,99.92,98.59,92.42,115.66,107.06,109.13,91.62,117.46,99.16,106.57,107.36,0,0,0,0,0,0,0,0,0,0,0,0,108.41,93.96,96.51,98.59,0,119.81,107.45,110.65,107.82,89.13,91.21,105.19,150.27,102.76,417.91,89.59,97.11,156.74,253.58,139.36,182.87,376.65,285.58,280.87,517.95,366.59,545.24,361.02,554.17,369.09,411.39,444.75,417.93,349.44,334.13,365.6,
..REGION XI (DAVAO REGION),"Coffee Arabica, dry berries",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
